;Actor;Sex;Emotion;Intensity;Statement;Reps;File;No. Samples;Duration;Sample Entropy;Sample Rate
732;Actor_13;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-13.wav;71367;3.2365986394557824;0.0030395552;10000.004
733;Actor_13;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-13.wav;70631;3.2032199546485263;0.0018560309;9999.9375
734;Actor_13;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-13.wav;69160;3.1365079365079365;0.0020581372;9999.975
735;Actor_13;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-13.wav;70631;3.2032199546485263;0.0018069834;9999.9375
736;Actor_13;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-13.wav;75781;3.436780045351474;0.002720967;9999.768
737;Actor_13;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-13.wav;79460;3.603628117913832;0.004706485;9999.922
738;Actor_13;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-13.wav;74309;3.3700226757369616;0.0020360553;9999.933
739;Actor_13;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-13.wav;73574;3.336689342403628;0.0019483606;10000.032
740;Actor_13;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-13.wav;78724;3.570249433106576;0.0031097734;9999.861
741;Actor_13;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-13.wav;77988;3.53687074829932;0.002960135;9999.8
742;Actor_13;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-13.wav;75781;3.436780045351474;0.0026435729;9999.768
743;Actor_13;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-13.wav;74310;3.3700680272108845;0.0031447005;9999.798
744;Actor_13;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-13.wav;73574;3.336689342403628;0.0038483215;10000.032
745;Actor_13;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-13.wav;72838;3.303310657596372;0.0043996433;9999.968
746;Actor_13;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-13.wav;75781;3.436780045351474;0.002671298;9999.768
747;Actor_13;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-13.wav;70631;3.2032199546485263;0.0019197125;9999.9375
748;Actor_13;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-13.wav;75781;3.436780045351474;0.0026845254;9999.768
749;Actor_13;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-13.wav;77988;3.53687074829932;0.0028888057;9999.8
750;Actor_13;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-13.wav;79460;3.603628117913832;0.0022745347;9999.922
751;Actor_13;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-13.wav;74309;3.3700226757369616;0.0027928047;9999.933
752;Actor_13;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-13.wav;80931;3.670340136054422;0.006308459;9999.891
753;Actor_13;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-13.wav;94175;4.270975056689342;0.004218569;9999.824
754;Actor_13;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-13.wav;78724;3.570249433106576;0.0037876363;9999.861
755;Actor_13;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-13.wav;91967;4.170839002267574;0.0065077213;9999.906
756;Actor_13;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-13.wav;69160;3.1365079365079365;0.0016389366;9999.975
757;Actor_13;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-13.wav;69895;3.1698412698412697;0.0028270688;9999.87
758;Actor_13;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-13.wav;70631;3.2032199546485263;0.0019616745;9999.9375
759;Actor_13;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-13.wav;71367;3.2365986394557824;0.0017623733;10000.004
760;Actor_13;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-13.wav;74310;3.3700680272108845;0.0028101935;9999.798
761;Actor_13;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-13.wav;72103;3.2699773242630386;0.0029152674;9999.764
762;Actor_13;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-13.wav;77253;3.5035374149659866;0.004012095;9999.894
763;Actor_13;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-13.wav;70631;3.2032199546485263;0.002052503;9999.9375
764;Actor_13;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-13.wav;69159;3.136462585034013;0.0028455155;9999.801
765;Actor_13;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-13.wav;69895;3.1698412698412697;0.0029345066;9999.87
766;Actor_13;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-13.wav;72103;3.2699773242630386;0.001933199;9999.764
767;Actor_13;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-13.wav;71367;3.2365986394557824;0.002684639;10000.004
768;Actor_13;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-13.wav;75045;3.4034013605442177;0.005482225;9999.996
769;Actor_13;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-13.wav;81667;3.703718820861678;0.0045775003;9999.949
770;Actor_13;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-13.wav;75045;3.4034013605442177;0.001486579;9999.996
771;Actor_13;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-13.wav;75781;3.436780045351474;0.003775369;9999.768
772;Actor_13;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-13.wav;75045;3.4034013605442177;0.0021754126;9999.996
773;Actor_13;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-13.wav;69159;3.136462585034013;0.0027452556;9999.801
774;Actor_13;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-13.wav;69160;3.1365079365079365;0.0013988268;9999.975
775;Actor_13;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-13.wav;66953;3.0364172335600905;0.00090852607;9999.943
776;Actor_13;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-13.wav;73574;3.336689342403628;0.0028035801;10000.032
777;Actor_13;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-13.wav;72838;3.303310657596372;0.0017707313;9999.968
778;Actor_13;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-13.wav;73574;3.336689342403628;0.0017412322;10000.032
779;Actor_13;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-13.wav;72838;3.303310657596372;0.0015319195;9999.968
780;Actor_14;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-14.wav;76517;3.47015873015873;0.0036605059;9999.831
781;Actor_14;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-14.wav;73574;3.336689342403628;0.003649025;10000.032
782;Actor_14;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-14.wav;76517;3.47015873015873;0.0023429769;9999.831
783;Actor_14;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-14.wav;78724;3.570249433106576;0.0037419102;9999.861
784;Actor_14;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-14.wav;82403;3.737097505668934;0.006055619;10000.007
785;Actor_14;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-14.wav;78724;3.570249433106576;0.0033076243;9999.861
786;Actor_14;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-14.wav;75046;3.4034467120181406;0.0030393782;9999.862
787;Actor_14;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-14.wav;77253;3.5035374149659866;0.002278934;9999.894
788;Actor_14;Woman;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-14.wav;85345;3.870521541950113;0.0078090797;9999.944
789;Actor_14;Woman;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-14.wav;86081;3.9039002267573695;0.0044872686;9999.999
790;Actor_14;Woman;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-14.wav;82403;3.737097505668934;0.0043539405;10000.007
791;Actor_14;Woman;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-14.wav;83139;3.7704761904761903;0.0032187446;9999.798
792;Actor_14;Woman;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-14.wav;81667;3.703718820861678;0.004277913;9999.949
793;Actor_14;Woman;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-14.wav;80931;3.670340136054422;0.0029171153;9999.891
794;Actor_14;Woman;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-14.wav;75045;3.4034013605442177;0.0014978421;9999.996
795;Actor_14;Woman;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-14.wav;76517;3.47015873015873;0.0015620355;9999.831
796;Actor_14;Woman;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-14.wav;83138;3.7704308390022674;0.005455238;9999.918
797;Actor_14;Woman;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-14.wav;82403;3.737097505668934;0.005343064;10000.007
798;Actor_14;Woman;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-14.wav;84610;3.83718820861678;0.0022925688;10000.03
799;Actor_14;Woman;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-14.wav;82403;3.737097505668934;0.003961865;10000.007
800;Actor_14;Woman;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-14.wav;82403;3.737097505668934;0.0051797456;10000.007
801;Actor_14;Woman;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-14.wav;79460;3.603628117913832;0.0042244797;9999.922
802;Actor_14;Woman;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-14.wav;79460;3.603628117913832;0.008753219;9999.922
803;Actor_14;Woman;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-14.wav;77989;3.5369160997732427;0.0039731725;9999.954
804;Actor_14;Woman;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-14.wav;85345;3.870521541950113;0.0035215085;9999.944
805;Actor_14;Woman;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-14.wav;80931;3.670340136054422;0.0031764933;9999.891
806;Actor_14;Woman;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-14.wav;80931;3.670340136054422;0.0024711604;9999.891
807;Actor_14;Woman;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-14.wav;86082;3.903945578231293;0.005925965;9999.883
808;Actor_14;Woman;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-14.wav;79460;3.603628117913832;0.004954002;9999.922
809;Actor_14;Woman;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-14.wav;81667;3.703718820861678;0.0034147701;9999.949
810;Actor_14;Woman;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-14.wav;82403;3.737097505668934;0.0026915553;10000.007
811;Actor_14;Woman;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-14.wav;86082;3.903945578231293;0.0034908948;9999.883
812;Actor_14;Woman;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-14.wav;94175;4.270975056689342;0.0044646864;9999.824
813;Actor_14;Woman;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-14.wav;96382;4.3710657596371885;0.0056714723;9999.85
814;Actor_14;Woman;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-14.wav;91967;4.170839002267574;0.0033602628;9999.906
815;Actor_14;Woman;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-14.wav;97118;4.404444444444445;0.008454304;9999.899
816;Actor_14;Woman;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-14.wav;74309;3.3700226757369616;0.0068899086;9999.933
817;Actor_14;Woman;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-14.wav;78724;3.570249433106576;0.009485732;9999.861
818;Actor_14;Woman;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-14.wav;74310;3.3700680272108845;0.0016868956;9999.798
819;Actor_14;Woman;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-14.wav;74309;3.3700226757369616;0.0018093333;9999.933
820;Actor_14;Woman;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-14.wav;74309;3.3700226757369616;0.002421914;9999.933
821;Actor_14;Woman;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-14.wav;75045;3.4034013605442177;0.00314591;9999.996
822;Actor_14;Woman;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-14.wav;77253;3.5035374149659866;0.0032631266;9999.894
823;Actor_14;Woman;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-14.wav;76517;3.47015873015873;0.0038118612;9999.831
824;Actor_14;Woman;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-14.wav;83138;3.7704308390022674;0.0071246983;9999.918
825;Actor_14;Woman;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-14.wav;80195;3.6369614512471657;0.0030337917;9999.831
826;Actor_14;Woman;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-14.wav;82403;3.737097505668934;0.0022816828;10000.007
827;Actor_14;Woman;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-14.wav;83139;3.7704761904761903;0.0020133757;9999.798
828;Actor_14;Woman;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-14.wav;86817;3.937278911564626;0.0048719533;9999.8
829;Actor_14;Woman;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-14.wav;82403;3.737097505668934;0.0025764452;10000.007
830;Actor_14;Woman;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-14.wav;80931;3.670340136054422;0.0056245998;9999.891
831;Actor_14;Woman;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-14.wav;83874;3.803809523809524;0.0034476714;9999.975
832;Actor_14;Woman;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-14.wav;80196;3.637006802721088;0.003890324;9999.981
833;Actor_14;Woman;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-14.wav;78725;3.570294784580499;0.004377188;10000.015
834;Actor_14;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-14.wav;70631;3.2032199546485263;0.0024545572;9999.9375
835;Actor_14;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-14.wav;72838;3.303310657596372;0.0017726698;9999.968
836;Actor_14;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-14.wav;87553;3.970657596371882;0.0052023106;9999.8545
837;Actor_14;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-14.wav;81667;3.703718820861678;0.002952858;9999.949
838;Actor_14;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-14.wav;81667;3.703718820861678;0.001756271;9999.949
839;Actor_14;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-14.wav;82403;3.737097505668934;0.0020815488;10000.007
840;Actor_15;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-15.wav;74310;3.3700680272108845;0.0038298883;9999.798
841;Actor_15;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-15.wav;75781;3.436780045351474;0.006115866;9999.768
842;Actor_15;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-15.wav;75781;3.436780045351474;0.0039249244;9999.768
843;Actor_15;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-15.wav;75045;3.4034013605442177;0.0033544276;9999.996
844;Actor_15;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-15.wav;78725;3.570294784580499;0.0054780208;10000.015
845;Actor_15;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-15.wav;78724;3.570249433106576;0.0054633482;9999.861
846;Actor_15;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-15.wav;82403;3.737097505668934;0.0074660582;10000.007
847;Actor_15;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-15.wav;78724;3.570249433106576;0.0029858518;9999.861
848;Actor_15;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-15.wav;80931;3.670340136054422;0.005596876;9999.891
849;Actor_15;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-15.wav;83875;3.803854875283447;0.007879366;9999.855
850;Actor_15;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-15.wav;86817;3.937278911564626;0.006149428;9999.8
851;Actor_15;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-15.wav;79460;3.603628117913832;0.0059190146;9999.922
852;Actor_15;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-15.wav;75045;3.4034013605442177;0.0038004322;9999.996
853;Actor_15;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-15.wav;73574;3.336689342403628;0.0061477553;10000.032
854;Actor_15;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-15.wav;73574;3.336689342403628;0.0029170346;10000.032
855;Actor_15;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-15.wav;75781;3.436780045351474;0.0025381558;9999.768
856;Actor_15;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-15.wav;78724;3.570249433106576;0.0038722872;9999.861
857;Actor_15;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-15.wav;76517;3.47015873015873;0.0021271424;9999.831
858;Actor_15;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-15.wav;83874;3.803809523809524;0.005100192;9999.975
859;Actor_15;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-15.wav;74310;3.3700680272108845;0.001558096;9999.798
860;Actor_15;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-15.wav;77253;3.5035374149659866;0.0055441656;9999.894
861;Actor_15;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-15.wav;72838;3.303310657596372;0.004455154;9999.968
862;Actor_15;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-15.wav;72839;3.3033560090702947;0.0025693427;9999.83
863;Actor_15;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-15.wav;74309;3.3700226757369616;0.0045567364;9999.933
864;Actor_15;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-15.wav;72102;3.269931972789116;0.007818237;9999.902
865;Actor_15;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-15.wav;75045;3.4034013605442177;0.008106057;9999.996
866;Actor_15;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-15.wav;77989;3.5369160997732427;0.0035536962;9999.954
867;Actor_15;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-15.wav;75781;3.436780045351474;0.0073686885;9999.768
868;Actor_15;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-15.wav;80196;3.637006802721088;0.0052274885;9999.981
869;Actor_15;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-15.wav;79460;3.603628117913832;0.00486033;9999.922
870;Actor_15;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-15.wav;81667;3.703718820861678;0.0037327285;9999.949
871;Actor_15;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-15.wav;77989;3.5369160997732427;0.0032538024;9999.954
872;Actor_15;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-15.wav;77989;3.5369160997732427;0.0039747525;9999.954
873;Actor_15;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-15.wav;82403;3.737097505668934;0.0044370624;10000.007
874;Actor_15;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-15.wav;76517;3.47015873015873;0.002246685;9999.831
875;Actor_15;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-15.wav;79460;3.603628117913832;0.0045010466;9999.922
876;Actor_15;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-15.wav;72838;3.303310657596372;0.0077206204;9999.968
877;Actor_15;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-15.wav;72839;3.3033560090702947;0.0038409634;9999.83
878;Actor_15;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-15.wav;72103;3.2699773242630386;0.0041523487;9999.764
879;Actor_15;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-15.wav;72838;3.303310657596372;0.009797944;9999.968
880;Actor_15;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-15.wav;73574;3.336689342403628;0.0056658634;10000.032
881;Actor_15;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-15.wav;76517;3.47015873015873;0.0046778796;9999.831
882;Actor_15;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-15.wav;74309;3.3700226757369616;0.003908883;9999.933
883;Actor_15;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-15.wav;77253;3.5035374149659866;0.0035688875;9999.894
884;Actor_15;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-15.wav;82403;3.737097505668934;0.009207346;10000.007
885;Actor_15;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-15.wav;80195;3.6369614512471657;0.005452336;9999.831
886;Actor_15;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-15.wav;80931;3.670340136054422;0.0035384174;9999.891
887;Actor_15;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-15.wav;89760;4.070748299319728;0.008219804;9999.882
888;Actor_15;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-15.wav;81667;3.703718820861678;0.0077248747;9999.949
889;Actor_15;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-15.wav;74310;3.3700680272108845;0.008645599;9999.798
890;Actor_15;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-15.wav;72839;3.3033560090702947;0.009528159;9999.83
891;Actor_15;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-15.wav;76517;3.47015873015873;0.004164755;9999.831
892;Actor_15;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-15.wav;80196;3.637006802721088;0.010937872;9999.981
893;Actor_15;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-15.wav;75781;3.436780045351474;0.0044212397;9999.768
894;Actor_15;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-15.wav;81667;3.703718820861678;0.0045057707;9999.949
895;Actor_15;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-15.wav;74310;3.3700680272108845;0.0029654133;9999.798
896;Actor_15;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-15.wav;74309;3.3700226757369616;0.0026450353;9999.933
897;Actor_15;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-15.wav;72838;3.303310657596372;0.005190397;9999.968
898;Actor_15;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-15.wav;70631;3.2032199546485263;0.0023419114;9999.9375
899;Actor_15;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-15.wav;73574;3.336689342403628;0.00372668;10000.032
900;Actor_16;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-16.wav;82403;3.737097505668934;0.004499343;10000.007
901;Actor_16;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-16.wav;82403;3.737097505668934;0.0062599126;10000.007
902;Actor_16;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-16.wav;79460;3.603628117913832;0.0024975163;9999.922
903;Actor_16;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-16.wav;78724;3.570249433106576;0.0033317402;9999.861
904;Actor_16;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-16.wav;81667;3.703718820861678;0.0045180493;9999.949
905;Actor_16;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-16.wav;85345;3.870521541950113;0.004688156;9999.944
906;Actor_16;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-16.wav;83874;3.803809523809524;0.0049833753;9999.975
907;Actor_16;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-16.wav;80931;3.670340136054422;0.003376873;9999.891
908;Actor_16;Woman;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-16.wav;85345;3.870521541950113;0.00653235;9999.944
909;Actor_16;Woman;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-16.wav;86817;3.937278911564626;0.0050374917;9999.8
910;Actor_16;Woman;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-16.wav;83875;3.803854875283447;0.0033314119;9999.855
911;Actor_16;Woman;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-16.wav;83874;3.803809523809524;0.003505113;9999.975
912;Actor_16;Woman;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-16.wav;81667;3.703718820861678;0.003460778;9999.949
913;Actor_16;Woman;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-16.wav;80931;3.670340136054422;0.0048523434;9999.891
914;Actor_16;Woman;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-16.wav;82403;3.737097505668934;0.0023674036;10000.007
915;Actor_16;Woman;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-16.wav;80931;3.670340136054422;0.002506271;9999.891
916;Actor_16;Woman;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-16.wav;83139;3.7704761904761903;0.0037066261;9999.798
917;Actor_16;Woman;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-16.wav;78724;3.570249433106576;0.0036409574;9999.861
918;Actor_16;Woman;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-16.wav;83138;3.7704308390022674;0.0019312688;9999.918
919;Actor_16;Woman;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-16.wav;83875;3.803854875283447;0.002652426;9999.855
920;Actor_16;Woman;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-16.wav;78724;3.570249433106576;0.004021692;9999.861
921;Actor_16;Woman;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-16.wav;80195;3.6369614512471657;0.0059699644;9999.831
922;Actor_16;Woman;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-16.wav;75046;3.4034467120181406;0.00301953;9999.862
